"unlist.NLOC_2014."
"statistic.t"	"1.0300048267141"
"parameter.df"	"32057.3413125641"
"p.value"	"0.303015510732879"
"conf.int1"	"-0.185128599341236"
"conf.int2"	"0.595185700075159"
"estimate.mean of x"	"8.57920618194591"
"estimate.mean of y"	"8.37417763157895"
"null.value.difference in means"	"0"
"alternative"	"two.sided"
"method"	"Welch Two Sample t-test"
"data.name"	"d.2014_NLOC and r.2014_NLOC"
