"unlist.CNN_2011."
"statistic.t"	"23.0736411748642"
"parameter.df"	"13894.6572255117"
"p.value"	"1.25415313183964e-115"
"conf.int1"	"0.680665092257299"
"conf.int2"	"0.807048200779874"
"estimate.mean of x"	"2.19425102660239"
"estimate.mean of y"	"1.45039438008381"
"null.value.difference in means"	"0"
"alternative"	"two.sided"
"method"	"Welch Two Sample t-test"
"data.name"	"d.2011_CNN and r.2011_CNN"
