"unlist.WRN_2015."
"statistic.t"	"-1.46545705812529"
"parameter.df"	"23.9619532943317"
"p.value"	"0.15579598537213"
"conf.int1"	"-8.3013065203644"
"conf.int2"	"1.40791759838703"
"estimate.mean of x"	"2.20547945205479"
"estimate.mean of y"	"5.65217391304348"
"null.value.difference in means"	"0"
"alternative"	"two.sided"
"method"	"Welch Two Sample t-test"
"data.name"	"d.2014_WRN and r.2015_WRN"
