"unlist.WRN_2014."
"statistic.t"	"-1.19759916102342"
"parameter.df"	"38.2784922270568"
"p.value"	"0.238436655619186"
"conf.int1"	"-3.63166866738895"
"conf.int2"	"0.931516460387427"
"estimate.mean of x"	"2.20547945205479"
"estimate.mean of y"	"3.55555555555556"
"null.value.difference in means"	"0"
"alternative"	"two.sided"
"method"	"Welch Two Sample t-test"
"data.name"	"d.2014_WRN and r.2014_WRN"
