"unlist.CNN_2013."
"statistic.t"	"23.3016815528614"
"parameter.df"	"20960.1645500424"
"p.value"	"1.36927590448123e-118"
"conf.int1"	"0.604110109824654"
"conf.int2"	"0.715076690764067"
"estimate.mean of x"	"2.1308076715289"
"estimate.mean of y"	"1.47121427123454"
"null.value.difference in means"	"0"
"alternative"	"two.sided"
"method"	"Welch Two Sample t-test"
"data.name"	"d.2013_CNN and r.2013_CNN"
