"unlist.NLOC_2012."
"statistic.t"	"2.85070843852944"
"parameter.df"	"30108.8704540587"
"p.value"	"0.00436515875705449"
"conf.int1"	"0.206027492604759"
"conf.int2"	"1.11281601375378"
"estimate.mean of x"	"8.86966480873483"
"estimate.mean of y"	"8.21024305555556"
"null.value.difference in means"	"0"
"alternative"	"two.sided"
"method"	"Welch Two Sample t-test"
"data.name"	"d.2012_NLOC and r.2012_NLOC"
