"unlist.CNN_2016."
"statistic.t"	"22.8017341664094"
"parameter.df"	"36289.1653754671"
"p.value"	"2.80768729200229e-114"
"conf.int1"	"0.458897540616711"
"conf.int2"	"0.54521031207192"
"estimate.mean of x"	"2.01384205856256"
"estimate.mean of y"	"1.51178813221824"
"null.value.difference in means"	"0"
"alternative"	"two.sided"
"method"	"Welch Two Sample t-test"
"data.name"	"d.2016_CNN and r.2016_CNN"
