"unlist.CNN_2014."
"statistic.t"	"24.8640325277187"
"parameter.df"	"25060.3360281378"
"p.value"	"7.85753408518515e-135"
"conf.int1"	"0.590281895356096"
"conf.int2"	"0.691311274975464"
"estimate.mean of x"	"2.10683760683761"
"estimate.mean of y"	"1.46604102167183"
"null.value.difference in means"	"0"
"alternative"	"two.sided"
"method"	"Welch Two Sample t-test"
"data.name"	"d.2014_CNN and r.2014_CNN"
