"unlist.WRN_2016."
"statistic.t"	"-0.876450638407232"
"parameter.df"	"99.1267033767641"
"p.value"	"0.382904136436293"
"conf.int1"	"-3.30859820956498"
"conf.int2"	"1.28120094929101"
"estimate.mean of x"	"2.98630136986301"
"estimate.mean of y"	"4"
"null.value.difference in means"	"0"
"alternative"	"two.sided"
"method"	"Welch Two Sample t-test"
"data.name"	"d.2016_WRN and r.2016_WRN"
