./actionpack/test/controller/routing_test.rb:0: warning: *global* has 249 NLOC,1
./actionpack/test/controller/test_case_test.rb:0: warning: *global* has 201 NLOC,3
./actionpack/lib/action_dispatch/routing/mapper.rb:208: warning: default_controller_and_action has 42 NLOC,1
./activesupport/test/dependencies_test.rb:0: warning: *global* has 116 NLOC,4
./activesupport/test/caching_test.rb:0: warning: *global* has 226 NLOC,6
./activesupport/test/callbacks_test.rb:0: warning: *global* has 342 NLOC,5
./activesupport/lib/active_support/xml_mini.rb:104: warning: to_tag has 26 NLOC,1
./railties/lib/rails/commands/dbconsole.rb:18: warning: start has 50 NLOC,1
./guides/assets/javascripts/jquery.min.js:2: warning: cb has 1 NLOC,20
./activerecord/test/cases/associations/eager_test.rb:0: warning: *global* has 263 NLOC,1
./activerecord/test/cases/associations/has_many_through_associations_test.rb:0: warning: *global* has 185 NLOC,1
./activerecord/test/cases/associations/has_many_associations_test.rb:0: warning: *global* has 354 NLOC,1
./activerecord/test/cases/nested_attributes_test.rb:0: warning: *global* has 251 NLOC,1
./activerecord/test/cases/finder_test.rb:0: warning: *global* has 184 NLOC,1
./activerecord/test/cases/relations_test.rb:0: warning: *global* has 331 NLOC,2
./activerecord/test/cases/autosave_association_test.rb:0: warning: *global* has 353 NLOC,10
./activerecord/test/cases/base_test.rb:0: warning: *global* has 292 NLOC,1
./activerecord/lib/active_record/connection_adapters/postgresql_adapter.rb:82: warning: self.extract_value_from_default has 38 NLOC,2
./activerecord/lib/active_record/connection_adapters/abstract_mysql_adapter.rb:0: warning: *global* has 169 NLOC,1
./activerecord/lib/active_record/fixtures.rb:605: warning: table_rows has 44 NLOC,2
./activerecord/lib/active_record/associations.rb:0: warning: *global* has 105 NLOC,1
./actionview/test/template/date_helper_test.rb:0: warning: *global* has 637 NLOC,21
./actionview/test/template/form_options_helper_test.rb:0: warning: *global* has 178 NLOC,3
./actionview/lib/action_view/helpers/date_helper.rb:0: warning: *global* has 84 NLOC,2
./actionview/lib/action_view/helpers/asset_url_helper.rb:192: warning: compute_asset_host has 26 NLOC,1
./actionview/lib/action_view/vendor/html-scanner/html/node.rb:132: warning: parse has 62 NLOC,1
./actionview/lib/action_view/vendor/html-scanner/html/selector.rb:241: warning: initialize has 84 NLOC,2
