./actionpack/test/dispatch/debug_exceptions_test.rb:26: warning: call has 49 NLOC,1
./actionpack/test/controller/integration_test.rb:0: warning: *global* has 336 NLOC,1
./actionpack/test/controller/routing_test.rb:0: warning: *global* has 261 NLOC,1
./actionpack/test/controller/test_case_test.rb:0: warning: *global* has 277 NLOC,3
./actionpack/test/fixtures/public/gzip/application-a71b3024f80aea3181c09774ca17e712.js:1: warning: c has 1 NLOC,11
./actionpack/lib/action_controller/metal/strong_parameters.rb:0: warning: *global* has 122 NLOC,1
./actionpack/lib/action_controller/test_case.rb:469: warning: process has 84 NLOC,1
./actionpack/lib/action_dispatch/middleware/debug_locks.rb:101: warning: blocked_by? has 18 NLOC,1
./actionpack/lib/action_dispatch/testing/integration.rb:276: warning: process has 55 NLOC,1
./actionpack/lib/action_dispatch/routing/mapper.rb:0: warning: *global* has 250 NLOC,2
./activesupport/test/core_ext/time_with_zone_test.rb:0: warning: *global* has 183 NLOC,1
./activesupport/test/dependencies_test.rb:0: warning: *global* has 142 NLOC,4
./activesupport/test/caching_test.rb:0: warning: *global* has 241 NLOC,10
./activesupport/lib/active_support/core_ext/numeric/conversions.rb:103: warning: to_s has 25 NLOC,1
./activesupport/lib/active_support/multibyte/unicode.rb:80: warning: unpack_graphemes has 41 NLOC,1
./activesupport/lib/active_support/xml_mini.rb:119: warning: to_tag has 26 NLOC,1
./railties/lib/rails/commands/dbconsole.rb:53: warning: start has 59 NLOC,1
./actioncable/test/javascript/vendor/mock-socket.js:44: warning: bestPresentation has 90 NLOC,12
./guides/assets/javascripts/syntaxhighlighter.js:19: warning: w has 1 NLOC,1
./guides/assets/javascripts/jquery.min.js:2: warning: cb has 1 NLOC,20
./activerecord/test/cases/associations/eager_test.rb:0: warning: *global* has 357 NLOC,2
./activerecord/test/cases/associations/has_many_through_associations_test.rb:0: warning: *global* has 173 NLOC,1
./activerecord/test/cases/associations/has_many_associations_test.rb:0: warning: *global* has 517 NLOC,1
./activerecord/test/cases/associations/has_and_belongs_to_many_associations_test.rb:0: warning: *global* has 187 NLOC,1
./activerecord/test/cases/associations/belongs_to_associations_test.rb:0: warning: *global* has 182 NLOC,3
./activerecord/test/cases/nested_attributes_test.rb:0: warning: *global* has 249 NLOC,1
./activerecord/test/cases/finder_test.rb:0: warning: *global* has 249 NLOC,1
./activerecord/test/cases/migration_test.rb:0: warning: *global* has 207 NLOC,8
./activerecord/test/cases/attribute_methods_test.rb:0: warning: *global* has 310 NLOC,10
./activerecord/test/cases/persistence_test.rb:0: warning: *global* has 163 NLOC,5
./activerecord/test/cases/relations_test.rb:0: warning: *global* has 383 NLOC,3
./activerecord/test/cases/autosave_association_test.rb:0: warning: *global* has 386 NLOC,11
./activerecord/test/cases/base_test.rb:0: warning: *global* has 305 NLOC,1
./activerecord/lib/active_record/connection_adapters/abstract/schema_statements.rb:1048: warning: type_to_sql has 29 NLOC,3
./activerecord/lib/active_record/connection_adapters/postgresql_adapter.rb:520: warning: extract_value_from_default has 17 NLOC,1
./activerecord/lib/active_record/fixtures.rb:625: warning: table_rows has 49 NLOC,2
./activerecord/lib/active_record/associations.rb:0: warning: *global* has 121 NLOC,23
./actionview/test/template/form_options_helper_test.rb:0: warning: *global* has 223 NLOC,5
./actionview/lib/action_view/helpers/date_helper.rb:0: warning: *global* has 96 NLOC,2
./actionview/lib/action_view/helpers/asset_url_helper.rb:211: warning: compute_asset_host has 27 NLOC,1
