8,1,57,1,15,"test_mutually_referential@10-24@./tests/modeltests/mutually_referential/tests.py","./tests/modeltests/mutually_referential/tests.py","test_mutually_referential","test_mutually_referential( self )",10,24
2,1,9,1,2,"__unicode__@37-38@./tests/modeltests/model_forms/models.py","./tests/modeltests/model_forms/models.py","__unicode__","__unicode__( self )",37,38
2,1,9,1,2,"__unicode__@46-47@./tests/modeltests/model_forms/models.py","./tests/modeltests/model_forms/models.py","__unicode__","__unicode__( self )",46,47
5,2,35,1,5,"save@59-63@./tests/modeltests/model_forms/models.py","./tests/modeltests/model_forms/models.py","save","save( self )",59,63
2,1,9,1,2,"__unicode__@65-66@./tests/modeltests/model_forms/models.py","./tests/modeltests/model_forms/models.py","__unicode__","__unicode__( self )",65,66
2,1,17,1,2,"__unicode__@81-82@./tests/modeltests/model_forms/models.py","./tests/modeltests/model_forms/models.py","__unicode__","__unicode__( self )",81,82
2,1,9,1,2,"__unicode__@89-90@./tests/modeltests/model_forms/models.py","./tests/modeltests/model_forms/models.py","__unicode__","__unicode__( self )",89,90
2,1,9,1,2,"__unicode__@96-97@./tests/modeltests/model_forms/models.py","./tests/modeltests/model_forms/models.py","__unicode__","__unicode__( self )",96,97
3,2,22,2,3,"custom_upload_path@112-114@./tests/modeltests/model_forms/models.py","./tests/modeltests/model_forms/models.py","custom_upload_path","custom_upload_path( self , filename )",112,114
2,1,9,1,2,"__unicode__@126-127@./tests/modeltests/model_forms/models.py","./tests/modeltests/model_forms/models.py","__unicode__","__unicode__( self )",126,127
3,2,22,2,3,"custom_upload_path@130-132@./tests/modeltests/model_forms/models.py","./tests/modeltests/model_forms/models.py","custom_upload_path","custom_upload_path( self , filename )",130,132
2,1,9,1,2,"__unicode__@142-143@./tests/modeltests/model_forms/models.py","./tests/modeltests/model_forms/models.py","__unicode__","__unicode__( self )",142,143
2,1,9,1,2,"__unicode__@150-151@./tests/modeltests/model_forms/models.py","./tests/modeltests/model_forms/models.py","__unicode__","__unicode__( self )",150,151
2,1,9,1,2,"__unicode__@156-157@./tests/modeltests/model_forms/models.py","./tests/modeltests/model_forms/models.py","__unicode__","__unicode__( self )",156,157
2,1,18,1,2,"__unicode__@163-164@./tests/modeltests/model_forms/models.py","./tests/modeltests/model_forms/models.py","__unicode__","__unicode__( self )",163,164
2,1,9,1,2,"__unicode__@180-181@./tests/modeltests/model_forms/models.py","./tests/modeltests/model_forms/models.py","__unicode__","__unicode__( self )",180,181
2,1,9,1,2,"__unicode__@209-210@./tests/modeltests/model_forms/models.py","./tests/modeltests/model_forms/models.py","__unicode__","__unicode__( self )",209,210
2,1,9,1,2,"__unicode__@218-219@./tests/modeltests/model_forms/models.py","./tests/modeltests/model_forms/models.py","__unicode__","__unicode__( self )",218,219
2,1,12,1,2,"__unicode__@227-228@./tests/modeltests/model_forms/models.py","./tests/modeltests/model_forms/models.py","__unicode__","__unicode__( self )",227,228
3,1,32,3,3,"__init__@231-233@./tests/modeltests/model_forms/models.py","./tests/modeltests/model_forms/models.py","__init__","__init__( self , * args , ** kwargs )",231,233
2,1,10,2,6,"formfield@235-240@./tests/modeltests/model_forms/models.py","./tests/modeltests/model_forms/models.py","formfield","formfield( self , ** kwargs )",235,240
3,1,25,1,3,"test_base_form@180-182@./tests/modeltests/model_forms/tests.py","./tests/modeltests/model_forms/tests.py","test_base_form","test_base_form( self )",180,182
5,1,40,1,6,"test_extra_fields@184-189@./tests/modeltests/model_forms/tests.py","./tests/modeltests/model_forms/tests.py","test_extra_fields","test_extra_fields( self )",184,189
7,1,46,1,9,"test_replace_field@191-199@./tests/modeltests/model_forms/tests.py","./tests/modeltests/model_forms/tests.py","test_replace_field","test_replace_field( self )",191,199
7,1,49,1,9,"test_override_field@201-209@./tests/modeltests/model_forms/tests.py","./tests/modeltests/model_forms/tests.py","test_override_field","test_override_field( self )",201,209
7,1,40,1,8,"test_limit_fields@211-218@./tests/modeltests/model_forms/tests.py","./tests/modeltests/model_forms/tests.py","test_limit_fields","test_limit_fields( self )",211,218
7,1,42,1,8,"test_exclude_fields@220-227@./tests/modeltests/model_forms/tests.py","./tests/modeltests/model_forms/tests.py","test_exclude_fields","test_exclude_fields( self )",220,227
11,1,48,1,12,"test_confused_form@229-240@./tests/modeltests/model_forms/tests.py","./tests/modeltests/model_forms/tests.py","test_confused_form","test_confused_form( self )",229,240
14,1,46,1,17,"test_mixmodel_form@242-258@./tests/modeltests/model_forms/tests.py","./tests/modeltests/model_forms/tests.py","test_mixmodel_form","test_mixmodel_form( self )",242,258
5,1,33,1,5,"test_article_form@260-264@./tests/modeltests/model_forms/tests.py","./tests/modeltests/model_forms/tests.py","test_article_form","test_article_form( self )",260,264
7,1,42,1,9,"test_bad_form@266-274@./tests/modeltests/model_forms/tests.py","./tests/modeltests/model_forms/tests.py","test_bad_form","test_bad_form( self )",266,274
9,1,33,1,10,"test_subcategory_form@276-285@./tests/modeltests/model_forms/tests.py","./tests/modeltests/model_forms/tests.py","test_subcategory_form","test_subcategory_form( self )",276,285
17,1,59,1,20,"test_subclassmeta_form@287-306@./tests/modeltests/model_forms/tests.py","./tests/modeltests/model_forms/tests.py","test_subclassmeta_form","test_subclassmeta_form( self )",287,306
12,1,57,1,13,"test_orderfields_form@308-320@./tests/modeltests/model_forms/tests.py","./tests/modeltests/model_forms/tests.py","test_orderfields_form","test_orderfields_form( self )",308,320
8,1,51,1,9,"test_orderfields2_form@322-330@./tests/modeltests/model_forms/tests.py","./tests/modeltests/model_forms/tests.py","test_orderfields2_form","test_orderfields2_form( self )",322,330
14,1,52,1,14,"test_base_widgets@345-358@./tests/modeltests/model_forms/tests.py","./tests/modeltests/model_forms/tests.py","test_base_widgets","test_base_widgets( self )",345,358
3,1,27,1,3,"test_validates_with_replaced_field_not_specified@385-387@./tests/modeltests/model_forms/tests.py","./tests/modeltests/model_forms/tests.py","test_validates_with_replaced_field_not_specified","test_validates_with_replaced_field_not_specified( self )",385,387
3,1,27,1,3,"test_validates_with_replaced_field_excluded@389-391@./tests/modeltests/model_forms/tests.py","./tests/modeltests/model_forms/tests.py","test_validates_with_replaced_field_excluded","test_validates_with_replaced_field_excluded( self )",389,391
3,1,18,1,3,"test_notrequired_overrides_notblank@393-395@./tests/modeltests/model_forms/tests.py","./tests/modeltests/model_forms/tests.py","test_notrequired_overrides_notblank","test_notrequired_overrides_notblank( self )",393,395
2,1,19,1,2,"setUp@402-403@./tests/modeltests/model_forms/tests.py","./tests/modeltests/model_forms/tests.py","setUp","setUp( self )",402,403
9,1,95,1,9,"test_simple_unique@405-413@./tests/modeltests/model_forms/tests.py","./tests/modeltests/model_forms/tests.py","test_simple_unique","test_simple_unique( self )",405,413
8,1,88,1,9,"test_unique_together@415-423@./tests/modeltests/model_forms/tests.py","./tests/modeltests/model_forms/tests.py","test_unique_together","test_unique_together( self )",415,423
14,1,143,1,14,"test_unique_null@425-438@./tests/modeltests/model_forms/tests.py","./tests/modeltests/model_forms/tests.py","test_unique_null","test_unique_null( self )",425,438
7,1,94,1,7,"test_inherited_unique@440-446@./tests/modeltests/model_forms/tests.py","./tests/modeltests/model_forms/tests.py","test_inherited_unique","test_inherited_unique( self )",440,446
9,1,102,1,9,"test_inherited_unique_together@448-456@./tests/modeltests/model_forms/tests.py","./tests/modeltests/model_forms/tests.py","test_inherited_unique_together","test_inherited_unique_together( self )",448,456
8,1,94,1,8,"test_abstract_inherited_unique@458-465@./tests/modeltests/model_forms/tests.py","./tests/modeltests/model_forms/tests.py","test_abstract_inherited_unique","test_abstract_inherited_unique( self )",458,465
15,1,104,1,15,"test_abstract_inherited_unique_together@467-481@./tests/modeltests/model_forms/tests.py","./tests/modeltests/model_forms/tests.py","test_abstract_inherited_unique_together","test_abstract_inherited_unique_together( self )",467,481
3,1,32,1,4,"test_explicitpk_unspecified@483-486@./tests/modeltests/model_forms/tests.py","./tests/modeltests/model_forms/tests.py","test_explicitpk_unspecified","test_explicitpk_unspecified( self )",483,486
10,1,124,1,11,"test_explicitpk_unique@488-498@./tests/modeltests/model_forms/tests.py","./tests/modeltests/model_forms/tests.py","test_explicitpk_unique","test_explicitpk_unique( self )",488,498
25,1,317,1,25,"test_unique_for_date@500-524@./tests/modeltests/model_forms/tests.py","./tests/modeltests/model_forms/tests.py","test_unique_for_date","test_unique_for_date( self )",500,524
21,1,268,1,21,"test_inherited_unique_for_date@526-546@./tests/modeltests/model_forms/tests.py","./tests/modeltests/model_forms/tests.py","test_inherited_unique_for_date","test_inherited_unique_for_date( self )",526,546
12,1,130,1,13,"test_unique_for_date_with_nullable_date@548-560@./tests/modeltests/model_forms/tests.py","./tests/modeltests/model_forms/tests.py","test_unique_for_date_with_nullable_date","test_unique_for_date_with_nullable_date( self )",548,560
